timestamp,next_state_qr,next_state_cv,action_qr,action_cv,reward,efe,info_gain,pragmatic_value
2025-06-05T12:56:20.947404,"FullStateDQN(data_quality=800, data_quality_target=900, throughput=36, throughput_target=60, model_size=1, model_size_target=1, cores=2, free_cores=4, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=0, throughput_target=5, model_size=3, model_size_target=3, cores=2, free_cores=4, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,0.8025156250000001,-1.0270812960305822,4.27666690676223,-15.303748202792814
2025-06-05T12:56:40.841783,"FullStateDQN(data_quality=800, data_quality_target=900, throughput=56, throughput_target=60, model_size=1, model_size_target=1, cores=3, free_cores=3, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=0, throughput_target=5, model_size=3, model_size_target=3, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_CORES,INC_CORES,0.9721452546296298,0.2670090824370419,4.969814087322176,-14.702805004885136
2025-06-05T12:57:00.408866,"FullStateDQN(data_quality=800, data_quality_target=900, throughput=60, throughput_target=60, model_size=1, model_size_target=1, cores=4, free_cores=1, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=0, throughput_target=5, model_size=3, model_size_target=3, cores=4, free_cores=0, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_CORES,INC_CORES,0.978515625,-0.14799091756295724,4.969814087322176,-15.117805004885135
2025-06-05T12:57:20.352924,"FullStateDQN(data_quality=900, data_quality_target=900, throughput=52, throughput_target=60, model_size=1, model_size_target=1, cores=4, free_cores=0, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=4, free_cores=0, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,DILLY_DALLY,1.5277037037037038,-0.22439411170050505,5.137312670974074,-14.474132818177523
2025-06-05T12:57:39.691844,"FullStateDQN(data_quality=900, data_quality_target=900, throughput=40, throughput_target=60, model_size=1, model_size_target=1, cores=3, free_cores=1, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=0, throughput_target=5, model_size=3, model_size_target=3, cores=4, free_cores=1, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",DEC_CORES,DILLY_DALLY,0.8703703703703705,-1.0320812960305865,4.27666690676223,-15.308748202792819
2025-06-05T12:57:58.880976,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=30, throughput_target=60, model_size=1, model_size_target=1, cores=3, free_cores=1, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=0, throughput_target=5, model_size=3, model_size_target=3, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,DEC_CORES,0.75,-4.369212880987348,3.5135221556497225,-17.275443369970382
2025-06-05T12:58:18.601698,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=23, throughput_target=60, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",DILLY_DALLY,DEC_DATA_QUALITY,1.2087993332253537,-2.9868747148649835,5.662961267882125,-18.649835982747103
2025-06-05T12:58:37.895681,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=29, throughput_target=60, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=2, free_cores=3, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,DEC_CORES,1.2822159998920202,-5.099390350596819,4.0660011877059965,-17.49872487163614
2025-06-05T12:58:57.579427,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=38, throughput_target=60, model_size=1, model_size_target=1, cores=4, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=3, free_cores=1, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_CORES,INC_CORES,1.3923409998920204,-2.4132100356484134,5.491381841273131,-16.683424984112833
2025-06-05T12:59:16.759874,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=43, throughput_target=60, model_size=1, model_size_target=1, cores=4, free_cores=1, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=2, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,DEC_CORES,1.4470400739660945,-5.444208667220343,3.3728540071460493,-17.15039600769971
2025-06-05T12:59:36.532028,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=47, throughput_target=60, model_size=1, model_size_target=1, cores=4, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=1, throughput_target=5, model_size=3, model_size_target=3, cores=3, free_cores=1, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",DILLY_DALLY,INC_CORES,1.4844659998920204,-3.108419433705812,5.105453751631192,-16.040145763333673
